# File with transport data and reaction rates for an air chemistry.
# Transport data calculated using the offline BOLSIG+ solver with data from the Phelps database (N2, O2).
# The reactions are primarily from:
# Kossyi:1992 (https://doi.org/10.1088/0963-0252/1/3/011)
# Gordiets:1995 (https://doi.org/10.1109/27.467998) 
# Aleksandrov:1999 (https://doi.org/10.1088/0963-0252/8/2/309)
# Fresnet:2002 (https://doi.org/10.1088/0963-0252/11/2/305)
# Tochikubo:2002 (https://doi.org/10/d9tq56)
# Atkinson:2004 (https://doi.org/10.5194/acp-4-1461-2004)
# Florescu:2006 (https://doi.org/10.1016/j.physrep.2006.04.002)
# Gordillo:2008 (https://doi.org/10.1088/0022-3727/41/23/234016)
# Popov:2011 (https://doi.org/10.1088/0022-3727/44/28/285201)
# Panchesnyi:2013 (https://doi.org/10.1088/0022-3727/46/15/155201)
# Note that e + NO2 -> NO2- and N(^2D) + NO -> N2O have actually three-body nature

reaction_list
------------------
# Rotational excitation
e + N2 -> e + N2*(J),field_table,C2 N2 Excitation 0.020 eV
e + O2 -> e + O2*(J),field_table,C30 O2 Excitation 0.020 eV
# Vibrational excitation
e + N2 -> e + N2*(v1),field_table,C3 N2 Excitation 0.29 eV
e + N2 -> e + N2*(v1),field_table,C4 N2 Excitation 0.29 eV
e + N2 -> e + N2*(v2),field_table,C5 N2 Excitation 0.59 eV
e + N2 -> e + N2*(v3),field_table,C6 N2 Excitation 0.88 eV
e + N2 -> e + N2*(v4),field_table,C7 N2 Excitation 1.17 eV
e + N2 -> e + N2*(v5),field_table,C8 N2 Excitation 1.47 eV
e + N2 -> e + N2*(v6),field_table,C9 N2 Excitation 1.76 eV
e + N2 -> e + N2*(v7),field_table,C10 N2 Excitation 2.06 eV
e + N2 -> e + N2*(v8),field_table,C11 N2 Excitation 2.35 eV
e + O2 -> e + O2*(v1),field_table,C31 O2 Excitation 0.19 eV
e + O2 -> e + O2*(v1),field_table,C32 O2 Excitation 0.19 eV
e + O2 -> e + O2*(v2),field_table,C33 O2 Excitation 0.38 eV
e + O2 -> e + O2*(v2),field_table,C34 O2 Excitation 0.38 eV
e + O2 -> e + O2*(v3),field_table,C35 O2 Excitation 0.57 eV
e + O2 -> e + O2*(v4),field_table,C36 O2 Excitation 0.75 eV
# Electronic excitation
e + N2 -> e + N2*(A),field_table,C12 N2 Excitation 6.17 eV
e + N2 -> e + N2*(A),field_table,C13 N2 Excitation 7.00 eV
e + N2 -> e + N2*(B),field_table,C14 N2 Excitation 7.35 eV
e + N2 -> e + N2*(B),field_table,C15 N2 Excitation 7.36 eV
e + N2 -> e + N2*(B),field_table,C16 N2 Excitation 7.80 eV
e + N2 -> e + N2*(B),field_table,C17 N2 Excitation 8.16 eV
e + N2 -> e + N2*(a),field_table,C18 N2 Excitation 8.40 eV
e + N2 -> e + N2*(a),field_table,C19 N2 Excitation 8.55 eV
e + N2 -> e + N2*(a),field_table,C20 N2 Excitation 8.89 eV
e + N2 -> e + N2*(C),field_table,C21 N2 Excitation 11.03 eV
e + N2 -> e + N2*(E),field_table,C22 N2 Excitation 11.87 eV
e + N2 -> e + N2*(E),field_table,C23 N2 Excitation 12.25 eV
e + O2 -> e + O2*(a),field_table,C37 O2 Excitation 0.98 eV
e + O2 -> e + O2*(b),field_table,C38 O2 Excitation 1.63 eV
e + O2 -> e + O2*(A),field_table,C39 O2 Excitation 4.50 eV
# Dissociation
e + N2 -> e + N(^4S) + N(^2D),field_table,C24 N2 Excitation 13.00 eV
e + O2 -> e + O(^3P) + O(^3P),field_table,C40 O2 Excitation 6.00 eV
e + O2 -> e + O(^3P) + O(^1D),field_table,C41 O2 Excitation 8.40 eV
e + O2 -> e + O(^3P) + O(^1S),field_table,C42 O2 Excitation 9.97 eV
# Ionization
e + N2 -> e + e + N2+,field_table,C25 N2 Ionization 15.60 eV
e + N2 -> e + e + N2+,field_table,C26 N2 Ionization 18.80 eV
e + O2 -> e + e + O2+,field_table,C43 O2 Ionization 12.06 eV
# Attachment
e + O2 + O2 -> O2- + O2,field_table,C27 O2 Attachment
e + O2 -> O- + O(^3P),field_table,C28 O2 Attachment
2.221999999999999886e+01 3.984000000000000122e-22
2.273999999999999844e+01 5.530000000000000168e-22
2.326999999999999957e+01 7.616999999999999659e-22
2.380999999999999872e+01 1.041999999999999933e-21
2.437000000000000099e+01 1.425999999999999974e-21
2.492999999999999972e+01 1.921000000000000081e-21
2.551999999999999957e+01 2.570000000000000155e-21
2.610999999999999943e+01 3.415000000000000221e-21
2.671999999999999886e+01 4.508000000000000184e-21
2.733999999999999986e+01 5.912000000000000270e-21
2.798000000000000043e+01 7.704000000000000087e-21
2.864000000000000057e+01 9.977999999999999564e-21
2.930000000000000071e+01 1.284999999999999927e-20
2.998999999999999844e+01 1.643999999999999928e-20
3.069000000000000128e+01 2.091999999999999995e-20
3.139999999999999858e+01 2.657000000000000095e-20
3.214000000000000057e+01 3.341999999999999964e-20
3.289000000000000057e+01 4.181000000000000252e-20
3.365999999999999659e+01 5.204000000000000149e-20
3.443999999999999773e+01 6.444000000000000387e-20
3.524000000000000199e+01 7.939999999999999977e-20
3.607000000000000028e+01 9.734000000000000070e-20
3.690999999999999659e+01 1.187999999999999957e-19
3.777000000000000313e+01 1.441999999999999963e-19
3.864999999999999858e+01 1.743000000000000085e-19
3.954999999999999716e+01 2.104000000000000033e-19
4.047999999999999687e+01 2.519999999999999880e-19
4.142000000000000171e+01 3.005000000000000092e-19
4.239000000000000057e+01 3.569000000000000037e-19
4.338000000000000256e+01 4.219999999999999982e-19
4.439000000000000057e+01 4.971000000000000358e-19
4.542999999999999972e+01 5.831000000000000019e-19
4.649000000000000199e+01 6.813999999999999911e-19
4.757000000000000028e+01 7.931000000000000400e-19
4.867999999999999972e+01 9.197000000000000058e-19
4.982000000000000028e+01 1.062000000000000011e-18
5.097999999999999687e+01 1.225000000000000030e-18
5.217000000000000171e+01 1.405000000000000035e-18
5.339000000000000057e+01 1.604999999999999934e-18
5.464000000000000057e+01 1.826999999999999985e-18
5.590999999999999659e+01 2.073000000000000063e-18
5.721999999999999886e+01 2.344999999999999848e-18
5.854999999999999716e+01 2.641999999999999885e-18
5.992000000000000171e+01 2.967000000000000082e-18
6.132000000000000028e+01 3.322000000000000119e-18
6.275000000000000000e+01 3.707000000000000382e-18
6.420999999999999375e+01 4.123999999999999780e-18
6.570999999999999375e+01 4.572000000000000016e-18
6.723999999999999488e+01 5.052999999999999999e-18
6.881000000000000227e+01 5.567999999999999955e-18
7.042000000000000171e+01 6.115999999999999658e-18
7.206000000000000227e+01 6.698000000000000105e-18
7.375000000000000000e+01 7.312999999999999529e-18
7.546999999999999886e+01 7.961999999999999696e-18
7.723000000000000398e+01 8.642999999999999385e-18
7.903000000000000114e+01 9.356000000000000136e-18
8.087999999999999545e+01 1.010000000000000018e-17
8.276000000000000512e+01 1.086999999999999994e-17
8.468999999999999773e+01 1.167999999999999948e-17
8.667000000000000171e+01 1.249999999999999974e-17
8.868999999999999773e+01 1.335000000000000061e-17
9.076000000000000512e+01 1.421999999999999983e-17
9.287999999999999545e+01 1.511000000000000049e-17
9.504999999999999716e+01 1.601999999999999950e-17
9.726999999999999602e+01 1.694000000000000077e-17
9.954000000000000625e+01 1.788000000000000039e-17
1.019000000000000057e+02 1.882999999999999918e-17
1.042000000000000028e+02 1.978000000000000106e-17
1.067000000000000028e+02 2.073999999999999903e-17
1.092000000000000028e+02 2.169000000000000091e-17
1.117000000000000028e+02 2.264999999999999889e-17
1.142999999999999972e+02 2.360000000000000076e-17
1.170000000000000000e+02 2.454000000000000038e-17
1.197000000000000028e+02 2.548000000000000000e-17
1.225000000000000000e+02 2.640000000000000127e-17
1.254000000000000057e+02 2.731999999999999946e-17
1.283000000000000114e+02 2.821999999999999929e-17
1.313000000000000114e+02 2.910000000000000077e-17
1.344000000000000057e+02 2.997000000000000308e-17
1.375000000000000000e+02 3.081000000000000169e-17
1.406999999999999886e+02 3.164000000000000112e-17
1.440000000000000000e+02 3.245000000000000221e-17
1.473000000000000114e+02 3.322999999999999960e-17
1.508000000000000114e+02 3.398999999999999863e-17
1.543000000000000114e+02 3.472999999999999932e-17
1.579000000000000057e+02 3.544000000000000247e-17
1.615999999999999943e+02 3.614000000000000029e-17
1.654000000000000057e+02 3.680000000000000140e-17
1.691999999999999886e+02 3.743999999999999799e-17
1.731999999999999886e+02 3.804999999999999706e-17
1.771999999999999886e+02 3.863999999999999777e-17
1.813000000000000114e+02 3.920000000000000096e-17
1.855999999999999943e+02 3.973000000000000045e-17
1.899000000000000057e+02 4.024000000000000158e-17
1.943000000000000114e+02 4.071999999999999903e-17
1.989000000000000057e+02 4.117999999999999812e-17
2.035000000000000000e+02 4.160999999999999969e-17
2.083000000000000114e+02 4.202000000000000290e-17
2.130999999999999943e+02 4.240000000000000242e-17
2.180999999999999943e+02 4.275999999999999742e-17
2.231999999999999886e+02 4.310000000000000023e-17
2.284000000000000057e+02 4.341999999999999853e-17
2.336999999999999886e+02 4.370999999999999930e-17
2.391999999999999886e+02 4.398000000000000171e-17
2.448000000000000114e+02 4.423999999999999879e-17
2.505000000000000000e+02 4.445999999999999916e-17
2.563000000000000114e+02 4.467000000000000035e-17
2.623000000000000114e+02 4.485999999999999703e-17
2.683999999999999773e+02 4.502000000000000234e-17
2.746999999999999886e+02 4.517000000000000231e-17
2.811000000000000227e+02 4.529999999999999777e-17
2.876999999999999886e+02 4.541000000000000104e-17
2.943999999999999773e+02 4.550999999999999896e-17
3.013000000000000114e+02 4.558999999999999854e-17
3.083000000000000114e+02 4.564999999999999976e-17
3.155000000000000000e+02 4.570000000000000181e-17
3.228999999999999773e+02 4.572999999999999934e-17
3.303999999999999773e+02 4.574999999999999769e-17
3.381000000000000227e+02 4.574999999999999769e-17
3.460000000000000000e+02 4.573999999999999851e-17
3.541000000000000227e+02 4.572000000000000016e-17
3.623000000000000114e+02 4.567999999999999729e-17
3.708000000000000114e+02 4.563000000000000141e-17
3.795000000000000000e+02 4.557000000000000019e-17
3.883000000000000114e+02 4.549999999999999979e-17
3.973999999999999773e+02 4.542000000000000021e-17
4.066000000000000227e+02 4.533000000000000146e-17
4.161000000000000227e+02 4.522999999999999737e-17
4.258999999999999773e+02 4.512000000000000027e-17
4.358000000000000114e+02 4.499999999999999783e-17
4.460000000000000000e+02 4.487000000000000237e-17
4.563999999999999773e+02 4.473000000000000157e-17
4.670000000000000000e+02 4.459000000000000078e-17
4.778999999999999773e+02 4.444000000000000081e-17
4.891000000000000227e+02 4.428000000000000166e-17
5.005000000000000000e+02 4.410999999999999717e-17
5.122000000000000455e+02 4.393999999999999884e-17
5.241000000000000227e+02 4.377000000000000052e-17
5.363999999999999773e+02 4.357999999999999768e-17
5.488999999999999773e+02 4.340000000000000018e-17
5.617000000000000455e+02 4.320999999999999734e-17
5.747999999999999545e+02 4.301000000000000148e-17
5.882000000000000455e+02 4.280999999999999947e-17
6.018999999999999773e+02 4.260999999999999745e-17
6.160000000000000000e+02 4.240000000000000242e-17
6.303999999999999773e+02 4.219000000000000122e-17
6.451000000000000227e+02 4.198000000000000003e-17
6.601000000000000227e+02 4.176999999999999884e-17
6.756000000000000227e+02 4.154999999999999847e-17
6.912999999999999545e+02 4.133999999999999727e-17
7.075000000000000000e+02 4.112000000000000307e-17
7.240000000000000000e+02 4.090000000000000269e-17
7.408999999999999773e+02 4.068000000000000232e-17
7.582000000000000455e+02 4.046000000000000195e-17
7.758999999999999773e+02 4.024000000000000158e-17
7.940000000000000000e+02 4.002000000000000121e-17
8.125000000000000000e+02 3.980000000000000084e-17
8.315000000000000000e+02 3.958999999999999965e-17
8.508999999999999773e+02 3.936999999999999928e-17
8.707000000000000455e+02 3.915999999999999809e-17
8.910000000000000000e+02 3.895000000000000306e-17
9.117999999999999545e+02 3.874000000000000186e-17
9.331000000000000227e+02 3.853000000000000067e-17
9.548999999999999773e+02 3.831999999999999948e-17
9.772000000000000455e+02 3.811999999999999746e-17
1.000000000000000000e+03 3.792000000000000160e-17
-----------------------


C30 O2 Excitation 0.020 eV
COMMENT: generated by bolsig_convert.py
-----------------------
1.000000000000000021e-02 4.793000000000000227e-19
1.022999999999999951e-02 4.800999999999999529e-19
1.047000000000000014e-02 4.809999999999999828e-19
1.072000000000000036e-02 4.819000000000000127e-19
1.097000000000000058e-02 4.828000000000000426e-19
1.122000000000000081e-02 4.837999999999999795e-19
1.148000000000000062e-02 4.848000000000000127e-19
1.175000000000000003e-02 4.858999999999999529e-19
1.203000000000000076e-02 4.870999999999999927e-19
1.230999999999999976e-02 4.882000000000000292e-19
1.260000000000000009e-02 4.893999999999999728e-19
1.289000000000000042e-02 4.907000000000000159e-19
1.319000000000000034e-02 4.920999999999999661e-19
1.349999999999999985e-02 4.935000000000000126e-19
1.380999999999999936e-02 4.948999999999999628e-19
1.413999999999999979e-02 4.964000000000000126e-19
1.447000000000000022e-02 4.979999999999999694e-19
1.480000000000000066e-02 4.996000000000000225e-19
1.515000000000000027e-02 5.013999999999999860e-19
1.549999999999999989e-02 5.032000000000000457e-19
1.585999999999999910e-02 5.050000000000000092e-19
1.623000000000000137e-02 5.069999999999999793e-19
1.660999999999999976e-02 5.090000000000000457e-19
1.700000000000000122e-02 5.111000000000000191e-19
1.739999999999999880e-02 5.133999999999999991e-19
1.779999999999999985e-02 5.156999999999999792e-19
1.822000000000000008e-02 5.180999999999999626e-19
1.864000000000000032e-02 5.206000000000000456e-19
1.907999999999999974e-02 5.232000000000000356e-19
1.951999999999999916e-02 5.260000000000000322e-19
1.998000000000000123e-02 5.288000000000000289e-19
2.044999999999999943e-02 5.318000000000000322e-19
2.092000000000000109e-02 5.349000000000000388e-19
2.140999999999999848e-02 5.380999999999999524e-19
2.190999999999999892e-02 5.414999999999999690e-19
2.241999999999999896e-02 5.449999999999999889e-19
2.295000000000000165e-02 5.486000000000000121e-19
2.348000000000000087e-02 5.524000000000000420e-19
2.402999999999999928e-02 5.563999999999999822e-19
2.459000000000000075e-02 5.605000000000000220e-19
2.517000000000000140e-02 5.647999999999999722e-19
2.574999999999999858e-02 5.693000000000000252e-19
2.634999999999999842e-02 5.739999999999999887e-19
2.697000000000000092e-02 5.787999999999999554e-19
2.759999999999999953e-02 5.839000000000000284e-19
2.824000000000000121e-02 5.891000000000000085e-19
2.889999999999999861e-02 5.945999999999999985e-19
2.957999999999999866e-02 6.001999999999999918e-19
3.026999999999999830e-02 6.060999999999999951e-19
3.097000000000000100e-02 6.123000000000000083e-19
3.169999999999999901e-02 6.186000000000000248e-19
3.243999999999999662e-02 6.251999999999999551e-19
3.318999999999999728e-02 6.320999999999999915e-19
3.397000000000000020e-02 6.392000000000000346e-19
3.475999999999999923e-02 6.465999999999999914e-19
3.556999999999999745e-02 6.542999999999999581e-19
3.640000000000000180e-02 6.622000000000000278e-19
3.724999999999999839e-02 6.705000000000000145e-19
3.812000000000000111e-02 6.790000000000000077e-19
3.901000000000000301e-02 6.878000000000000110e-19
3.991999999999999715e-02 6.970000000000000275e-19
4.084999999999999742e-02 7.063999999999999544e-19
4.180999999999999994e-02 7.161999999999999908e-19
4.277999999999999858e-02 7.264000000000000406e-19
4.377999999999999947e-02 7.368000000000000006e-19
4.479999999999999954e-02 7.475999999999999740e-19
4.585000000000000187e-02 7.587999999999999606e-19
4.692000000000000337e-02 7.702999999999999572e-19
4.800999999999999712e-02 7.821999999999999671e-19
4.913000000000000006e-02 7.944999999999999902e-19
5.027999999999999831e-02 8.071000000000000233e-19
5.145000000000000268e-02 8.200999999999999734e-19
5.265999999999999848e-02 8.335000000000000331e-19
5.387999999999999734e-02 8.473000000000000097e-19
5.514000000000000151e-02 8.614999999999999996e-19
5.643000000000000099e-02 8.762000000000000061e-19
5.775000000000000272e-02 8.911999999999999263e-19
5.908999999999999669e-02 9.066999999999999594e-19
6.047000000000000292e-02 9.226000000000000058e-19
6.187999999999999751e-02 9.389000000000000654e-19
6.332999999999999741e-02 9.557000000000000453e-19
6.481000000000000649e-02 9.729000000000000386e-19
6.632000000000000395e-02 9.907000000000000517e-19
6.786999999999999977e-02 1.008999999999999985e-18
6.944999999999999785e-02 1.028000000000000038e-18
7.106999999999999429e-02 1.047000000000000091e-18
7.273000000000000298e-02 1.065999999999999951e-18
7.442999999999999616e-02 1.087000000000000071e-18
7.617000000000000159e-02 1.106999999999999964e-18
7.793999999999999539e-02 1.128000000000000084e-18
7.975999999999999757e-02 1.150000000000000044e-18
8.162999999999999423e-02 1.173000000000000037e-18
8.352999999999999314e-02 1.196000000000000030e-18
8.548000000000000043e-02 1.219000000000000023e-18
8.747000000000000608e-02 1.243000000000000050e-18
8.952000000000000235e-02 1.267999999999999917e-18
9.160999999999999699e-02 1.292999999999999976e-18
9.374000000000000388e-02 1.319000000000000069e-18
9.593000000000000138e-02 1.346000000000000002e-18
9.816999999999999338e-02 1.372999999999999936e-18
1.005000000000000060e-01 1.401000000000000095e-18
1.028000000000000025e-01 1.429000000000000061e-18
1.052000000000000018e-01 1.458000000000000061e-18
1.077000000000000041e-01 1.488000000000000094e-18
1.102000000000000063e-01 1.517999999999999934e-18
1.126999999999999946e-01 1.549000000000000001e-18
1.154000000000000026e-01 1.580000000000000067e-18
1.180999999999999966e-01 1.611999999999999974e-18
1.208000000000000046e-01 1.644999999999999914e-18
1.236000000000000015e-01 1.678000000000000046e-18
1.265000000000000013e-01 1.710999999999999986e-18
1.295000000000000040e-01 1.746000000000000185e-18
1.325000000000000067e-01 1.780000000000000158e-18
1.355999999999999983e-01 1.814999999999999972e-18
1.388000000000000067e-01 1.850000000000000171e-18
1.419999999999999873e-01 1.885999999999999825e-18
1.453000000000000125e-01 1.923000000000000091e-18
1.486999999999999988e-01 1.959000000000000130e-18
1.522000000000000020e-01 1.996000000000000010e-18
1.557000000000000051e-01 2.032999999999999890e-18
1.593999999999999861e-01 2.070999999999999996e-18
1.630999999999999950e-01 2.109000000000000102e-18
1.668999999999999928e-01 2.146999999999999823e-18
1.708000000000000074e-01 2.186000000000000155e-18
1.748000000000000109e-01 2.225000000000000101e-18
1.789000000000000035e-01 2.264000000000000048e-18
1.829999999999999960e-01 2.303999999999999835e-18
1.872999999999999943e-01 2.344000000000000007e-18
1.917000000000000093e-01 2.385000000000000020e-18
1.960999999999999965e-01 2.426000000000000033e-18
2.006999999999999895e-01 2.467000000000000046e-18
2.053999999999999992e-01 2.508999999999999900e-18
2.101999999999999980e-01 2.551000000000000139e-18
2.151000000000000134e-01 2.593999999999999833e-18
2.200999999999999901e-01 2.636999999999999912e-18
2.253000000000000003e-01 2.680999999999999832e-18
2.305000000000000104e-01 2.725000000000000137e-18
2.358999999999999986e-01 2.771000000000000124e-18
2.414000000000000035e-01 2.815999999999999884e-18
2.470999999999999863e-01 2.863000000000000096e-18
2.528000000000000247e-01 2.909999999999999923e-18
2.586999999999999855e-01 2.958999999999999816e-18
2.647999999999999798e-01 3.008000000000000095e-18
2.708999999999999742e-01 3.057999999999999829e-18
2.772999999999999909e-01 3.109000000000000174e-18
2.837000000000000077e-01 3.160000000000000134e-18
2.903999999999999915e-01 3.213000000000000160e-18
2.970999999999999752e-01 3.267000000000000026e-18
3.040999999999999814e-01 3.322999999999999960e-18
3.111999999999999766e-01 3.378999999999999893e-18
3.184000000000000163e-01 3.436999999999999892e-18
3.259000000000000230e-01 3.495999999999999732e-18
3.335000000000000187e-01 3.556000000000000184e-18
3.412000000000000033e-01 3.617000000000000090e-18
3.492000000000000104e-01 3.680999999999999904e-18
3.573999999999999955e-01 3.744999999999999717e-18
3.657000000000000250e-01 3.810999999999999982e-18
3.741999999999999771e-01 3.878999999999999929e-18
3.830000000000000071e-01 3.948000000000000101e-18
3.919000000000000261e-01 4.017999999999999728e-18
4.011000000000000121e-01 4.089999999999999807e-18
4.103999999999999870e-01 4.164999999999999793e-18
4.199999999999999845e-01 4.241000000000000005e-18
4.298000000000000154e-01 4.317999999999999673e-18
4.398000000000000242e-01 4.398000000000000017e-18
4.501000000000000001e-01 4.478999999999999817e-18
4.606000000000000094e-01 4.563000000000000295e-18
4.713999999999999857e-01 4.648000000000000228e-18
4.823999999999999955e-01 4.736000000000000068e-18
4.935999999999999832e-01 4.825000000000000133e-18
5.050999999999999934e-01 4.917000000000000106e-18
5.169000000000000261e-01 5.010999999999999760e-18
5.290000000000000258e-01 5.106999999999999865e-18
5.413000000000000034e-01 5.204999999999999652e-18
5.540000000000000480e-01 5.306000000000000116e-18
5.668999999999999595e-01 5.409000000000000261e-18
5.800999999999999490e-01 5.515000000000000314e-18
5.937000000000000055e-01 5.623000000000000047e-18
6.075000000000000400e-01 5.733999999999999688e-18
6.217000000000000304e-01 5.846999999999999780e-18
6.361999999999999877e-01 5.964000000000000005e-18
6.511000000000000121e-01 6.082999999999999911e-18
6.663000000000000034e-01 6.204999999999999724e-18
6.817999999999999616e-01 6.330000000000000214e-18
6.976999999999999869e-01 6.457999999999999841e-18
7.139999999999999680e-01 6.589000000000000146e-18
7.307000000000000162e-01 6.723999999999999812e-18
7.477000000000000313e-01 6.862000000000000157e-18
7.651999999999999913e-01 7.004000000000000634e-18
7.830000000000000293e-01 7.148999999999999477e-18
8.013000000000000123e-01 7.298000000000000764e-18
8.199999999999999512e-01 7.450999999999999873e-18
8.391999999999999460e-01 7.607999999999999885e-18
8.588000000000000078e-01 7.768999999999999259e-18
8.788000000000000256e-01 7.934999999999999763e-18
8.992999999999999883e-01 8.104999999999999628e-18
9.203000000000000069e-01 8.280000000000000623e-18
9.417999999999999705e-01 8.458999999999999440e-18
9.637999999999999901e-01 8.643999999999999611e-18
9.862999999999999545e-01 8.833999999999999370e-18
1.008999999999999897e+00 9.029000000000000258e-18
1.032999999999999918e+00 9.229999999999999420e-18
1.056999999999999940e+00 9.436999999999999936e-18
1.082000000000000073e+00 9.650000000000000267e-18
1.106999999999999984e+00 9.869000000000000411e-18
1.133000000000000007e+00 1.008999999999999947e-17
1.159000000000000030e+00 1.032999999999999973e-17
1.185999999999999943e+00 1.056999999999999999e-17
1.213999999999999968e+00 1.081000000000000026e-17
1.241999999999999993e+00 1.107000000000000041e-17
1.270999999999999908e+00 1.133000000000000057e-17
1.300999999999999934e+00 1.159999999999999991e-17
1.330999999999999961e+00 1.187999999999999996e-17
1.362000000000000099e+00 1.217000000000000072e-17
1.393999999999999906e+00 1.247000000000000067e-17
1.427000000000000046e+00 1.277000000000000061e-17
1.459999999999999964e+00 1.309000000000000045e-17
1.493999999999999995e+00 1.341000000000000029e-17
1.528999999999999915e+00 1.373999999999999930e-17
1.564999999999999947e+00 1.409000000000000129e-17
1.600999999999999979e+00 1.444000000000000020e-17
1.637999999999999901e+00 1.481000000000000054e-17
1.677000000000000046e+00 1.518000000000000089e-17
1.715999999999999970e+00 1.556000000000000040e-17
1.756000000000000005e+00 1.596000000000000136e-17
1.796999999999999931e+00 1.635999999999999923e-17
1.838999999999999968e+00 1.677999999999999853e-17
1.881999999999999895e+00 1.720000000000000092e-17
1.925999999999999934e+00 1.762999999999999940e-17
1.971000000000000085e+00 1.807000000000000014e-17
2.016999999999999904e+00 1.852999999999999924e-17
2.064000000000000057e+00 1.897999999999999915e-17
2.112000000000000099e+00 1.945000000000000051e-17
2.161000000000000032e+00 1.993000000000000103e-17
2.212000000000000188e+00 2.039999999999999930e-17
